	PamChip Location	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	Visual QC	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK
	Array	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4
	Sample name	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS
ID																																																			
DCX		2	4	15	27	60	4	7	19	38	81	2	4	9	22	49	1	5	10	27	48	2	4	14	29	57	5	9	19	41	89	3	3	6	16	37	0	5	13	25	62	1	3	13	25	55	2	5	18	38	81
GSUB		5	10	26	60	118	7	16	35	76	153	3	9	17	42	95	5	11	25	50	107	3	9	28	58	121	7	15	36	78	156	4	6	13	35	75	5	9	24	47	108	3	9	25	53	104	8	13	41	79	153
KCNB1		0	-1	3	12	20	-1	2	7	9	22	0	2	3	14	13	-1	3	7	13	25	-3	0	3	13	27	4	0	4	9	21	1	1	3	7	19	0	2	3	7	16	1	1	6	9	21	1	1	5	12	28
MK10		0	-4	-6	-13	-35	0	-3	-9	-15	-28	0	2	-1	-5	-11	-1	-1	-5	-10	-10	-4	-3	-8	-10	-24	0	-3	-5	-10	-38	0	0	-5	-7	-14	0	-4	-6	-13	-28	-3	-2	-4	-14	-21	-1	-3	-8	-14	-31
NR4A1		5	11	33	70	146	10	24	59	127	246	8	13	28	60	125	6	12	32	64	125	6	14	30	64	138	13	20	50	109	219	6	10	26	55	115	5	13	33	64	140	6	13	34	74	151	10	21	54	109	214
RAF1		15	23	71	145	273	8	20	51	111	221	4	13	24	56	127	8	15	40	90	176	13	22	60	130	262	9	21	52	99	213	4	6	17	33	78	7	13	41	76	147	7	13	33	77	175	9	15	38	76	160
STMN2		439	892	2258	3647	3182	401	817	2047	3634	3194	279	563	1411	2805	3411	322	649	1658	3295	3398	437	861	2162	3642	3204	391	768	1953	3640	3182	196	404	1028	2031	3598	328	671	1680	3346	3383	326	666	1667	3331	3358	312	643	1616	3258	3320
CGHB		141	288	726	1465	2969	124	243	629	1263	2545	95	192	480	969	1945	107	214	556	1103	2225	141	286	712	1428	2877	119	240	609	1233	2453	75	143	371	750	1496	110	215	560	1118	2240	105	211	548	1091	2181	106	210	534	1085	2178
NCF1		781	1594	3717	3354	2559	779	1602	3724	3313	2587	774	1553	3738	3413	2751	901	1818	3725	3335	2658	798	1562	3721	3322	2536	757	1496	3712	3366	2598	737	1482	3687	3482	2895	805	1629	3733	3369	2628	622	1255	3168	3404	2739	678	1391	3514	3371	2651
VTNC		799	1639	3711	3372	2594	765	1537	3702	3311	2517	696	1402	3503	3441	2779	719	1425	3583	3458	2831	792	1564	3720	3352	2602	720	1454	3650	3336	2621	503	1023	2564	3566	3059	705	1406	3598	3413	2711	636	1281	3235	3474	2851	657	1310	3317	3383	2701
ADDB		13	25	67	139	283	15	29	76	156	311	10	19	47	91	186	13	24	53	114	231	13	24	69	138	281	15	32	82	165	337	8	15	40	83	168	12	25	61	125	244	11	26	62	124	251	14	29	75	154	319
C1R		2	1	5	12	21	2	2	8	14	24	0	3	3	6	14	3	1	4	8	16	1	0	6	5	16	1	2	8	13	31	1	1	4	6	8	1	4	7	11	18	-1	3	3	7	16	0	3	4	13	20
ELK1		0	-1	-5	-1	-3	-1	-3	-3	-7	-13	0	2	-1	0	-5	0	-2	-2	-3	-8	1	-3	2	0	-11	0	-1	-6	-11	-16	0	1	0	0	-1	-2	-1	-1	-2	-8	-2	0	-4	-1	-4	0	1	-2	-6	-11
GYS2		36	73	179	368	728	28	59	147	303	616	21	42	95	195	397	23	45	108	229	463	39	74	192	376	783	32	63	151	301	633	13	23	60	120	248	22	45	109	227	463	26	49	118	250	518	26	51	127	263	529
KIF11		-1	-2	-2	-2	-7	0	-3	-3	-3	-10	0	-1	1	-2	-6	-2	1	-1	-4	-1	0	-1	-2	-3	-7	-1	1	-3	-4	-5	-2	-1	-2	-2	1	0	2	-1	-5	-6	0	2	-1	-3	-2	1	1	3	6	7
MP2K1		0	-1	-2	-2	0	1	-2	0	3	1	1	2	1	2	8	1	1	1	-1	3	1	0	2	2	5	0	0	1	2	5	0	2	0	-1	6	1	1	1	-2	-1	-1	1	1	-1	5	2	1	3	5	11
NTRK3		2	0	3	7	12	0	1	0	4	-1	-1	1	3	6	12	2	-1	2	6	7	0	-1	3	3	7	2	2	-1	-1	6	1	1	2	5	11	1	2	1	4	9	0	1	3	5	10	2	2	1	1	3
RAP1B		66	133	338	677	1371	58	122	306	619	1234	33	69	169	344	694	45	90	228	449	915	68	128	328	678	1335	60	116	287	598	1206	23	47	112	228	459	45	91	222	460	914	48	102	253	512	1022	47	102	253	507	1036
TAU		-1	-1	-2	0	-14	-1	-3	3	0	30	-1	-1	0	1	18	-1	1	3	-6	5	0	-2	6	1	12	0	0	5	1	24	1	-1	-6	-9	0	-1	-2	-3	-1	-15	-1	-1	-1	0	-17	-2	0	-1	0	16
CREB1		678	1372	3482	3477	2830	673	1361	3434	3467	2851	598	1207	3044	3576	3037	654	1300	3291	3568	3022	669	1317	3343	3531	2922	603	1189	2983	3517	2818	490	979	2459	3668	3276	615	1243	3113	3559	3059	590	1192	2966	3598	3103	578	1160	2917	3534	2980
NCF1		768	1538	3715	3334	2569	689	1399	3523	3315	2532	606	1208	3048	3463	2741	659	1309	3279	3431	2798	704	1405	3525	3329	2570	639	1247	3150	3359	2636	459	921	2350	3570	3050	657	1325	3349	3415	2752	616	1252	3151	3415	2680	578	1160	2936	3427	2743
CFTR		1630	3283	3508	2913	1801	1595	3226	3516	2928	1821	1552	3136	3571	3042	1981	1572	3149	3550	3080	2088	1561	3105	3552	3001	1907	1481	2938	3554	2972	1822	1365	2752	3618	3131	2135	1603	3218	3547	3024	1958	1490	3016	3548	2999	1896	1504	3005	3549	3028	2039
AKT1		1	-2	-3	-1	-6	-2	-1	-5	-7	-17	-1	-3	-1	-3	-4	-1	-2	-3	-8	-2	0	-1	0	-1	-7	0	0	-5	-6	-12	1	2	2	-1	1	1	2	-1	-3	-3	0	0	-3	-6	-11	-1	-1	-3	-4	-4
CA2D1		1	6	12	36	65	3	7	21	37	83	2	4	13	28	57	1	4	15	27	61	4	6	15	33	67	3	8	19	34	79	2	5	11	22	45	2	4	12	24	52	2	5	13	24	57	2	8	19	35	72
ELK1		-2	-2	-5	-10	-33	-3	-5	-10	-17	-41	-2	-4	-5	-10	-14	-2	-5	-8	-15	-30	-2	-3	-7	-13	-27	-2	-2	-11	-23	-41	-1	1	-3	-8	-11	-1	-2	-5	-10	-17	-1	-2	-7	-10	-20	0	-3	-8	-8	-24
H2B1B		88	179	458	922	1855	87	179	457	920	1838	56	111	284	564	1135	66	136	343	696	1386	99	191	489	989	1998	81	162	408	829	1660	40	84	213	421	848	76	148	382	750	1527	76	153	374	769	1542	78	158	402	804	1640
KIF2C		139	284	718	1442	2912	135	276	698	1411	2843	116	235	606	1212	2438	130	269	679	1370	2750	146	285	719	1466	2930	143	285	721	1454	2959	98	199	503	1003	2008	141	281	710	1410	2860	124	255	649	1297	2602	136	276	723	1447	2877
MP2K1		5	8	27	63	124	8	14	39	81	172	4	10	27	56	117	7	11	27	63	128	6	10	32	66	125	6	17	42	86	169	3	9	23	45	90	6	9	30	53	115	7	11	27	59	118	6	15	42	78	162
P53		0	1	4	6	20	0	2	1	6	5	0	2	4	10	22	1	2	7	11	23	1	1	1	7	13	1	2	4	8	7	1	2	5	9	17	2	1	5	8	23	0	1	4	6	19	4	2	4	7	19
RB		3	5	19	39	82	3	13	23	62	122	2	3	16	34	80	2	7	19	38	83	5	8	21	52	101	4	11	25	53	111	1	5	14	28	56	6	6	18	39	77	5	6	16	38	91	3	8	28	52	106
TLE2		-6	-14	-26	-54	-128	-6	-10	-29	-66	-133	-4	-8	-23	-38	-80	-7	-12	-24	-61	-124	-3	-14	-28	-48	-97	-5	-10	-27	-56	-107	-4	-5	-16	-37	-66	-4	-6	-22	-43	-83	-7	-13	-36	-69	-134	-6	-11	-25	-61	-119
DESP		456	946	2406	3595	3084	489	990	2525	3553	3009	382	745	1889	3683	3254	410	833	2068	3663	3242	500	986	2521	3566	3014	465	928	2342	3556	3038	270	558	1365	2747	3432	434	860	2160	3650	3182	436	856	2155	3628	3175	407	820	2119	3604	3140
NFKB1		359	726	1820	3568	3029	317	651	1640	3304	3017	254	523	1336	2654	3237	280	578	1446	2883	3166	343	683	1709	3435	3066	313	626	1569	3258	3041	183	383	957	1922	3436	296	605	1513	3049	3150	283	579	1453	2953	3142	252	510	1315	2593	3106
F263		1750	3502	3549	3041	1921	1647	3343	3556	3003	2088	1665	3334	3608	3115	2418	1603	3245	3620	3126	2181	1648	3272	3592	3097	2123	1538	3061	3588	3069	2035	1393	2814	3670	3259	2511	1711	3406	3577	3057	2128	1559	3148	3620	3148	2097	1602	3255	3579	3063	2038
ANDR		105	210	533	1054	2130	84	167	428	868	1745	69	144	365	731	1485	76	154	396	806	1597	108	203	515	1037	2090	93	186	471	950	1916	43	87	218	443	888	78	162	414	842	1688	82	167	443	868	1733	75	149	381	782	1566
CD27		10	16	51	96	197	14	29	73	151	295	5	15	38	78	163	9	14	41	79	163	8	15	46	94	196	14	26	69	140	287	7	13	36	74	153	9	15	43	90	175	9	19	45	92	189	14	26	68	138	281
ERBB2		115	234	596	1187	2428	105	222	556	1100	2223	114	227	583	1153	2314	131	257	658	1315	2626	118	229	582	1164	2371	110	216	554	1111	2238	88	181	463	930	1860	131	256	654	1309	2647	105	214	541	1093	2174	110	221	558	1125	2268
H32		15	32	81	167	332	22	47	110	229	460	13	27	69	145	282	15	27	72	149	297	14	30	77	156	307	21	44	109	224	450	12	24	57	112	228	15	26	70	141	289	16	28	70	146	299	21	42	101	209	417
KPCB		172	355	899	1808	3612	165	345	874	1762	3553	124	257	649	1303	2618	158	325	832	1675	3353	181	356	899	1816	3620	163	341	846	1717	3448	86	170	442	879	1769	166	337	857	1700	3446	144	291	735	1460	2947	159	328	820	1659	3306
MPH6		-1	-1	-4	-4	-6	-1	0	-3	-2	-5	0	1	0	-3	-4	0	-3	-1	2	-2	1	-1	0	-2	-4	1	-3	-2	-3	-5	0	0	1	1	0	-1	-3	-3	-8	-11	0	-1	-1	-2	-3	1	1	-2	-4	-2
P53		3	6	19	34	74	6	11	30	60	127	3	9	16	34	66	3	5	15	31	55	3	5	15	34	67	7	11	23	59	115	3	4	14	27	63	3	6	18	36	69	4	9	19	41	83	5	11	25	54	106
RB		1	8	14	36	69	4	7	28	60	120	3	6	13	24	41	2	4	15	29	72	5	5	19	36	82	3	8	19	41	83	1	4	6	20	38	1	5	15	26	66	-1	8	15	34	46	3	9	19	40	89
TOP2A		999	1990	3759	3394	2706	966	1941	3753	3400	2710	893	1774	3798	3497	2874	897	1807	3815	3534	2933	954	1908	3777	3456	2783	897	1788	3769	3423	2752	680	1380	3535	3626	3169	936	1878	3792	3491	2866	865	1758	3786	3475	2840	836	1736	3787	3476	2836
E1A		329	673	1698	3397	3121	303	615	1531	3081	3096	266	532	1330	2672	3287	290	578	1458	2924	3265	330	647	1658	3310	3163	286	576	1438	2893	3100	210	424	1069	2138	3448	282	563	1423	2870	3258	285	579	1466	2934	3244	253	515	1298	2615	3200
PLM		242	492	1228	2456	3202	211	441	1094	2220	3177	153	307	786	1558	3138	181	362	927	1868	3315	253	497	1248	2519	3203	222	436	1109	2237	3178	100	193	486	972	1943	195	390	977	1960	3307	200	415	1039	2077	3283	174	353	902	1793	3253
KAP3		869	1750	3732	3372	2664	820	1656	3736	3363	2619	737	1496	3683	3481	2868	759	1522	3801	3496	2884	850	1675	3753	3409	2719	766	1541	3757	3431	2728	632	1263	3164	3581	3082	751	1534	3795	3474	2828	761	1535	3778	3463	2849	711	1461	3664	3436	2792
ANXA1		39	77	200	393	807	36	74	189	377	746	18	40	95	189	393	26	49	126	246	494	43	87	221	446	875	40	79	207	416	836	11	27	56	115	260	24	51	123	248	525	29	62	150	318	642	30	61	146	303	590
CDC2		0	1	5	6	40	0	1	5	12	25	0	3	8	9	21	1	0	4	9	27	0	2	5	15	36	3	2	6	14	37	0	3	4	11	19	2	2	3	11	31	2	3	4	8	20	2	3	6	13	40
ERF		6	12	38	74	149	8	14	39	77	157	5	7	21	33	69	3	8	20	41	86	9	16	42	80	165	8	15	38	79	163	1	3	10	23	38	3	7	18	41	84	6	9	26	57	106	7	14	30	66	130
IF4E		1	5	16	39	74	6	9	21	48	101	3	7	15	23	59	3	6	15	35	63	4	7	16	30	67	5	11	26	51	100	3	6	14	26	48	4	7	11	28	59	2	8	17	30	66	5	7	22	49	92
KPCB		0	3	6	15	34	1	3	9	15	44	1	3	6	12	29	4	4	7	14	27	1	2	6	9	24	2	3	7	18	40	1	3	4	8	14	0	2	4	8	31	2	2	5	12	28	2	4	6	18	41
MPIP1		4	8	24	50	102	7	13	31	64	119	4	7	22	42	85	3	9	23	48	101	4	10	23	48	94	5	10	27	56	116	3	7	14	31	68	4	10	18	46	90	5	9	24	45	93	6	12	29	61	122
PDE5A		9	16	44	87	176	5	15	31	67	136	1	4	14	26	54	3	7	17	40	79	10	19	50	97	193	9	13	42	79	157	1	3	8	13	26	4	8	18	41	91	6	9	24	56	105	6	10	24	51	102
RB		-2	0	0	-10	13	-3	1	0	-3	-3	0	-1	-2	1	4	-1	0	-5	-2	2	-1	0	1	-5	-7	-2	-2	-1	-3	-25	-1	-3	-5	-4	-12	-1	-3	-6	-4	-6	0	-3	3	-10	-12	-1	-5	-10	-8	-12
VASP		892	1818	3773	3404	2705	835	1703	3767	3427	2750	721	1416	3577	3535	2964	737	1489	3736	3509	2997	865	1713	3784	3464	2830	804	1601	3764	3435	2770	515	1025	2597	3680	3246	759	1528	3796	3505	2900	740	1473	3745	3497	2891	688	1411	3561	3530	2878
EPB42		745	1493	3738	3358	2616	720	1451	3645	3359	2602	598	1184	2999	3487	2865	653	1332	3350	3470	2852	736	1458	3664	3382	2628	683	1354	3411	3362	2729	471	950	2386	3603	3112	645	1287	3233	3478	2848	629	1297	3274	3454	2823	603	1236	3097	3442	2765
PTN12		736	1502	3762	3418	2687	744	1506	3742	3378	2648	721	1437	3610	3454	2785	747	1492	3747	3446	2808	755	1494	3753	3402	2703	681	1346	3405	3417	2710	593	1177	2987	3582	3073	742	1489	3761	3436	2795	665	1337	3377	3441	2791	620	1264	3216	3434	2773
KCNA6		1214	2434	3643	3146	2250	1174	2362	3639	3151	2199	1135	2275	3673	3234	2396	1114	2236	3691	3276	2468	1197	2372	3658	3204	2323	1119	2233	3644	3177	2357	906	1793	3747	3395	2710	1168	2369	3685	3257	2430	1066	2127	3682	3267	2435	1022	2070	3678	3252	2379
pVASP		1034	2096	3787	3462	2820	1067	2140	3754	3399	2887	1178	2364	3754	3411	2724	1099	2207	3778	3464	2839	1037	2059	3792	3509	2909	1026	2032	3763	3431	2733	1007	2038	3803	3517	2911	1049	2088	3788	3501	2863	997	2013	3790	3498	2896	990	2037	3776	3450	2894
CDK7		1	2	13	28	49	0	0	7	25	46	-1	5	8	32	71	3	4	9	21	36	3	5	16	23	50	1	3	18	30	41	2	3	6	14	35	1	2	9	22	63	-1	3	9	24	44	3	5	12	29	72
ESR1		116	225	570	1158	2320	101	202	521	1050	2103	99	208	522	1047	2103	104	208	527	1073	2144	107	211	537	1082	2176	100	198	513	1022	2073	68	141	356	708	1420	97	199	514	1016	2042	94	191	485	988	1958	91	185	468	940	1869
IKBA		1	-1	-1	1	-7	0	-2	0	-3	-7	1	1	-1	-2	-5	2	0	0	1	4	0	-1	-3	-2	2	1	1	-1	0	0	-1	0	-2	-1	-1	-1	0	1	-2	-4	-1	-1	-2	-1	-2	-1	0	0	2	0
KS6A1		4	6	16	40	91	3	9	18	43	93	4	8	16	39	73	4	8	16	43	79	3	7	19	42	82	3	6	19	42	93	3	4	16	30	69	3	5	17	35	77	3	8	17	37	78	5	6	18	39	85
MPIP3		1	3	4	11	30	2	4	6	16	35	0	3	8	10	32	2	5	9	17	36	3	4	6	14	34	2	5	11	16	34	0	2	5	9	22	2	3	7	10	31	0	1	7	10	27	3	1	9	18	41
PDPK1		0	-3	-7	-12	-35	-3	-3	-12	-18	-45	-2	1	-3	-8	-14	0	0	-8	-11	-28	-3	-3	-11	-17	-35	-1	-5	-8	-20	-41	-1	-1	-4	-8	-13	-2	-3	-6	-13	-32	-1	-2	-5	-7	-19	-4	-3	-9	-17	-32
RB		4	3	9	26	65	3	4	15	36	63	2	6	13	27	60	3	6	11	27	69	3	5	15	31	62	4	4	14	34	68	1	4	11	20	42	3	5	16	29	68	3	2	14	25	56	2	5	15	33	63
VASP		-2	-5	-7	-8	-97	0	4	6	19	23	-1	-2	-13	-9	-15	-2	-2	-3	-30	-34	0	4	0	5	-2	-2	0	-4	-14	-17	-2	-4	-15	-26	-52	-3	-2	-4	-24	-18	1	-8	-13	-32	-72	-3	-2	-14	-23	0
GBRB2		1053	2089	3728	3340	2582	1082	2207	3704	3312	2628	991	1998	3746	3400	2781	1053	2130	3743	3377	2664	1051	2105	3742	3394	2668	984	1953	3748	3381	2688	846	1693	3797	3504	2898	992	2005	3770	3431	2792	931	1876	3766	3430	2869	943	1900	3743	3380	2668
PYGL		-7	-16	-31	-68	-162	-7	-10	-39	-81	-169	-5	-16	-46	-79	-148	-4	-13	-31	-73	-157	-6	-16	-49	-96	-192	-6	-11	-34	-68	-156	-5	-15	-38	-70	-142	-9	-21	-44	-87	-177	-9	-17	-29	-67	-140	-8	-15	-33	-85	-169
TY3H		1121	2248	3764	3417	2627	1016	2091	3750	3392	2651	944	1879	3777	3462	2866	997	1994	3788	3459	2822	1058	2080	3745	3395	2592	1002	1985	3768	3388	2583	764	1543	3841	3578	3047	969	1933	3790	3490	2862	948	1923	3765	3439	2770	857	1740	3766	3429	2764
