	Cycle	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
	Barcode	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121
	PamChip Location	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	Visual QC	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK
	Array	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4
	Sample name	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS
ID
IKKB_686_698		-1.0	-8.0	-12.0	-20.0	-42.0	-1.0	-3.0	-10.0	-18.0	-42.0	-2.0	-3.0	-9.0	-19.0	-44.0	-3.0	-7.0	-11.0	-26.0	-65.0	-1.0	-2.0	-8.0	-13.0	-28.0	-1.0	-2.0	-8.0	-17.0	-42.0	-1.0	-6.0	-9.0	-19.0	-43.0	-2.0	-6.0	-11.0	-23.0	-52.0	0.0	-2.0	-6.0	-8.0	-22.0	-1.0	-4.0	-10.0	-17.0	-42.0	-3.0	-4.0	-7.0	-16.0	-35.0	-2.0	-5.0	-10.0	-22.0	-45.0
LMNA_192_204		0.0	-1.0	0.0	-5.0	-6.0	2.0	-1.0	-3.0	-3.0	-10.0	0.0	0.0	-2.0	-4.0	-6.0	-1.0	-1.0	-2.0	-2.0	-11.0	0.0	1.0	-1.0	-4.0	-5.0	-1.0	-1.0	-6.0	-3.0	-4.0	-1.0	-2.0	-1.0	-4.0	0.0	-1.0	-3.0	-5.0	-12.0	-10.0	0.0	-1.0	0.0	-3.0	-5.0	1.0	-2.0	-3.0	-4.0	-3.0	0.0	-2.0	-2.0	0.0	-3.0	-2.0	-3.0	-3.0	-7.0	-24.0
MYC_51_63		2.0	-2.0	-4.0	-9.0	-8.0	2.0	-1.0	-3.0	-6.0	-4.0	0.0	0.0	-1.0	-4.0	-6.0	-1.0	-3.0	-4.0	-5.0	-19.0	0.0	1.0	2.0	-1.0	-5.0	-2.0	-1.0	-4.0	-6.0	-6.0	0.0	-1.0	-4.0	-8.0	-16.0	-3.0	-4.0	-3.0	-13.0	-24.0	0.0	-2.0	-1.0	-2.0	-4.0	0.0	-3.0	-3.0	-5.0	-10.0	1.0	-1.0	-1.0	-4.0	-11.0	-1.0	-3.0	-5.0	-7.0	-18.0
PP2AB_297_309		0.0	2.0	10.0	16.0	30.0	1.0	4.0	7.0	18.0	37.0	2.0	2.0	8.0	11.0	22.0	1.0	3.0	9.0	19.0	29.0	3.0	1.0	6.0	11.0	10.0	2.0	1.0	9.0	12.0	39.0	3.0	3.0	8.0	14.0	32.0	2.0	3.0	8.0	18.0	34.0	1.0	4.0	0.0	9.0	13.0	2.0	2.0	4.0	15.0	29.0	0.0	1.0	5.0	8.0	15.0	4.0	2.0	10.0	24.0	52.0
RBL2_655_667		19.0	35.0	92.0	197.0	393.0	22.0	36.0	97.0	197.0	397.0	21.0	43.0	103.0	205.0	407.0	22.0	41.0	109.0	225.0	445.0	21.0	37.0	92.0	185.0	381.0	19.0	37.0	97.0	196.0	403.0	17.0	37.0	92.0	189.0	380.0	22.0	41.0	107.0	222.0	440.0	11.0	23.0	61.0	125.0	261.0	23.0	40.0	108.0	208.0	428.0	17.0	35.0	85.0	167.0	345.0	20.0	40.0	101.0	215.0	444.0
YAP1_121_133		-4.0	-7.0	-22.0	-44.0	-86.0	-4.0	-3.0	-21.0	-31.0	-87.0	-2.0	-8.0	-19.0	-43.0	-65.0	0.0	-10.0	-21.0	-44.0	-96.0	-1.0	-3.0	-13.0	-40.0	-91.0	-3.0	-5.0	-15.0	-29.0	-52.0	-3.0	-10.0	-9.0	-23.0	-58.0	-5.0	-6.0	-17.0	-35.0	-67.0	-2.0	-4.0	-11.0	-29.0	-51.0	-2.0	-3.0	-11.0	-15.0	-40.0	0.0	-6.0	-13.0	-37.0	-73.0	-2.0	-4.0	-18.0	-36.0	-66.0
KAP2_92_104		436.0	869.0	2238.0	3671.0	3259.0	408.0	810.0	2087.0	3677.0	3249.0	460.0	944.0	2343.0	3649.0	3202.0	437.0	877.0	2213.0	3620.0	3137.0	356.0	718.0	1805.0	3644.0	3305.0	414.0	823.0	2077.0	3678.0	3336.0	437.0	867.0	2203.0	3643.0	3190.0	403.0	807.0	2038.0	3623.0	3128.0	318.0	651.0	1641.0	3255.0	3404.0	396.0	810.0	2014.0	3705.0	3300.0	403.0	823.0	2096.0	3684.0	3259.0	381.0	784.0	1949.0	3654.0	3188.0
RS6_228_240		806.0	1617.0	3824.0	3543.0	2967.0	746.0	1495.0	3771.0	3592.0	3087.0	789.0	1593.0	3808.0	3540.0	2979.0	764.0	1545.0	3793.0	3500.0	2882.0	666.0	1319.0	3347.0	3630.0	3135.0	724.0	1454.0	3653.0	3611.0	3114.0	761.0	1499.0	3798.0	3560.0	2992.0	715.0	1408.0	3526.0	3511.0	2938.0	493.0	1003.0	2520.0	3715.0	3312.0	680.0	1370.0	3441.0	3610.0	3109.0	665.0	1345.0	3397.0	3614.0	3145.0	657.0	1322.0	3344.0	3538.0	2982.0
ACM1_444_456		5.0	10.0	18.0	47.0	88.0	5.0	6.0	16.0	41.0	87.0	3.0	7.0	20.0	41.0	83.0	6.0	12.0	25.0	64.0	131.0	4.0	9.0	19.0	36.0	81.0	3.0	9.0	21.0	45.0	89.0	6.0	6.0	25.0	44.0	82.0	4.0	14.0	36.0	69.0	144.0	2.0	7.0	17.0	35.0	75.0	6.0	8.0	22.0	46.0	92.0	2.0	7.0	24.0	39.0	95.0	6.0	12.0	33.0	64.0	137.0
BAD_112_124		261.0	525.0	1306.0	2695.0	3578.0	230.0	470.0	1172.0	2345.0	3620.0	320.0	641.0	1624.0	3222.0	3509.0	288.0	597.0	1495.0	3004.0	3461.0	209.0	423.0	1058.0	2136.0	3627.0	240.0	483.0	1240.0	2466.0	3580.0	309.0	614.0	1523.0	3085.0	3507.0	288.0	581.0	1462.0	2938.0	3447.0	132.0	267.0	660.0	1336.0	2659.0	250.0	502.0	1266.0	2548.0	3598.0	264.0	524.0	1348.0	2725.0	3597.0	260.0	531.0	1329.0	2725.0	3517.0
CENPA_1_14		121.0	249.0	631.0	1267.0	2553.0	114.0	231.0	600.0	1190.0	2388.0	118.0	233.0	592.0	1193.0	2419.0	123.0	250.0	649.0	1292.0	2594.0	100.0	206.0	520.0	1048.0	2113.0	121.0	242.0	614.0	1234.0	2483.0	113.0	232.0	567.0	1146.0	2340.0	119.0	239.0	606.0	1221.0	2454.0	72.0	146.0	372.0	752.0	1480.0	118.0	231.0	591.0	1204.0	2401.0	90.0	187.0	479.0	965.0	1933.0	104.0	206.0	538.0	1094.0	2178.0
FRAP_2443_2455		85.0	164.0	430.0	856.0	1729.0	79.0	159.0	411.0	828.0	1651.0	111.0	224.0	570.0	1146.0	2327.0	84.0	172.0	439.0	885.0	1753.0	66.0	133.0	336.0	688.0	1372.0	83.0	171.0	427.0	868.0	1740.0	104.0	212.0	535.0	1087.0	2189.0	84.0	173.0	437.0	868.0	1754.0	31.0	68.0	165.0	332.0	669.0	83.0	162.0	413.0	846.0	1699.0	78.0	157.0	398.0	812.0	1594.0	70.0	150.0	386.0	772.0	1539.0
K6PL_766_778		-2.0	0.0	2.0	2.0	0.0	-2.0	2.0	3.0	3.0	4.0	0.0	1.0	3.0	4.0	16.0	-1.0	1.0	2.0	2.0	10.0	0.0	0.0	0.0	4.0	9.0	0.0	-1.0	3.0	1.0	8.0	1.0	2.0	0.0	0.0	11.0	1.0	1.0	-1.0	5.0	-1.0	1.0	3.0	-1.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	2.0	11.0	2.0	1.0	6.0	7.0	15.0
LMNB1_16_28		1.0	1.0	6.0	16.0	31.0	1.0	1.0	9.0	24.0	48.0	2.0	3.0	9.0	15.0	30.0	2.0	6.0	17.0	31.0	64.0	2.0	2.0	4.0	11.0	29.0	2.0	5.0	14.0	28.0	54.0	1.0	4.0	9.0	15.0	34.0	1.0	8.0	13.0	32.0	60.0	-2.0	3.0	6.0	12.0	23.0	0.0	3.0	10.0	24.0	41.0	1.0	3.0	8.0	12.0	28.0	2.0	4.0	18.0	31.0	63.0
NEK2_172_184		2.0	3.0	4.0	16.0	32.0	1.0	2.0	10.0	23.0	40.0	2.0	7.0	7.0	19.0	36.0	1.0	5.0	12.0	27.0	45.0	0.0	6.0	6.0	17.0	36.0	1.0	3.0	6.0	19.0	36.0	3.0	2.0	7.0	14.0	29.0	1.0	3.0	9.0	15.0	51.0	-1.0	2.0	6.0	10.0	26.0	2.0	1.0	7.0	15.0	31.0	2.0	4.0	7.0	16.0	31.0	2.0	3.0	9.0	17.0	45.0
PPR1A_28_40		65.0	128.0	333.0	664.0	1314.0	64.0	125.0	325.0	660.0	1335.0	83.0	164.0	428.0	850.0	1710.0	76.0	160.0	410.0	819.0	1656.0	52.0	112.0	278.0	556.0	1130.0	65.0	134.0	348.0	689.0	1390.0	81.0	161.0	412.0	829.0	1660.0	77.0	149.0	378.0	782.0	1534.0	41.0	83.0	209.0	427.0	887.0	63.0	128.0	326.0	658.0	1302.0	67.0	130.0	342.0	694.0	1408.0	67.0	132.0	349.0	689.0	1387.0
RBL2_959_971		-4.0	-3.0	-4.0	-11.0	-25.0	-4.0	-3.0	-9.0	-18.0	-28.0	-2.0	-5.0	-14.0	-22.0	-25.0	-1.0	-3.0	-5.0	-18.0	-27.0	-2.0	-3.0	-8.0	-16.0	-39.0	-2.0	-4.0	-2.0	-14.0	-24.0	-2.0	-4.0	-3.0	-8.0	-14.0	-2.0	-5.0	-5.0	-20.0	-27.0	-2.0	-3.0	-6.0	-5.0	-9.0	-3.0	-2.0	-6.0	-12.0	-21.0	-4.0	-3.0	-10.0	-4.0	-31.0	-2.0	-3.0	-4.0	-10.0	-22.0
ADRB2_338_350		472.0	948.0	2374.0	3688.0	3280.0	425.0	852.0	2162.0	3739.0	3388.0	515.0	1043.0	2624.0	3664.0	3208.0	509.0	1035.0	2605.0	3619.0	3150.0	391.0	788.0	1965.0	3741.0	3386.0	422.0	858.0	2167.0	3717.0	3339.0	493.0	996.0	2490.0	3659.0	3197.0	459.0	916.0	2309.0	3619.0	3136.0	303.0	619.0	1558.0	3106.0	3526.0	419.0	831.0	2125.0	3744.0	3365.0	438.0	886.0	2248.0	3717.0	3341.0	440.0	882.0	2205.0	3673.0	3248.0
KCC2G_278_289		-3.0	-8.0	-18.0	-39.0	-75.0	-4.0	-5.0	-17.0	-26.0	-61.0	-4.0	-6.0	-19.0	-35.0	-77.0	-6.0	-8.0	-15.0	-32.0	-75.0	-3.0	-3.0	-16.0	-24.0	-49.0	-4.0	-6.0	-12.0	-28.0	-52.0	-5.0	-8.0	-20.0	-36.0	-75.0	-2.0	-6.0	-13.0	-27.0	-58.0	-2.0	-5.0	-12.0	-25.0	-47.0	-3.0	-8.0	-17.0	-26.0	-54.0	-5.0	-8.0	-15.0	-31.0	-67.0	-4.0	-7.0	-18.0	-36.0	-71.0
RYR1_4317_4329		309.0	616.0	1541.0	3120.0	3380.0	297.0	593.0	1506.0	3000.0	3369.0	326.0	670.0	1685.0	3386.0	3291.0	294.0	613.0	1533.0	3066.0	3258.0	261.0	525.0	1320.0	2639.0	3442.0	306.0	613.0	1559.0	3142.0	3415.0	313.0	627.0	1583.0	3187.0	3314.0	289.0	570.0	1448.0	2921.0	3272.0	194.0	394.0	988.0	1982.0	3562.0	293.0	584.0	1495.0	2970.0	3402.0	265.0	541.0	1372.0	2762.0	3421.0	242.0	515.0	1272.0	2566.0	3311.0
ACM4_456_468		3.0	7.0	19.0	45.0	82.0	2.0	7.0	15.0	34.0	66.0	3.0	5.0	18.0	34.0	75.0	4.0	9.0	23.0	47.0	104.0	1.0	6.0	17.0	38.0	72.0	4.0	8.0	16.0	41.0	85.0	4.0	8.0	18.0	37.0	74.0	5.0	8.0	26.0	46.0	98.0	2.0	6.0	17.0	32.0	60.0	4.0	10.0	16.0	38.0	78.0	3.0	7.0	17.0	31.0	70.0	2.0	7.0	21.0	38.0	85.0
BAD_69_81		4.0	15.0	34.0	69.0	138.0	6.0	15.0	35.0	73.0	144.0	10.0	20.0	46.0	97.0	204.0	10.0	16.0	52.0	108.0	215.0	4.0	13.0	30.0	67.0	133.0	7.0	14.0	37.0	76.0	152.0	10.0	19.0	53.0	102.0	205.0	10.0	19.0	47.0	96.0	198.0	4.0	7.0	19.0	46.0	87.0	7.0	17.0	35.0	79.0	152.0	8.0	15.0	38.0	74.0	147.0	9.0	18.0	44.0	88.0	173.0
COF1_17_29		8.0	16.0	39.0	83.0	157.0	7.0	12.0	35.0	75.0	158.0	18.0	39.0	95.0	194.0	380.0	15.0	31.0	83.0	165.0	353.0	6.0	13.0	28.0	62.0	131.0	6.0	18.0	44.0	94.0	192.0	18.0	40.0	104.0	210.0	419.0	18.0	35.0	87.0	182.0	362.0	3.0	5.0	15.0	24.0	62.0	8.0	21.0	48.0	84.0	192.0	8.0	21.0	59.0	116.0	242.0	10.0	25.0	58.0	118.0	246.0
FRAP_2475_2487		-1.0	-4.0	-7.0	-10.0	-25.0	0.0	-3.0	-5.0	-9.0	-23.0	-1.0	-2.0	-8.0	-8.0	-24.0	-1.0	-6.0	-9.0	-19.0	-37.0	-1.0	-2.0	-7.0	-10.0	-17.0	-1.0	-3.0	-8.0	-17.0	-27.0	-2.0	-4.0	-8.0	-19.0	-32.0	0.0	-1.0	-10.0	-15.0	-31.0	0.0	-1.0	-1.0	-7.0	-9.0	0.0	-1.0	-7.0	-9.0	-18.0	-2.0	0.0	-7.0	-12.0	-21.0	-1.0	-1.0	-5.0	-9.0	-20.0
KAPCG_192_206		2.0	5.0	11.0	27.0	61.0	4.0	6.0	15.0	27.0	63.0	2.0	7.0	16.0	35.0	67.0	4.0	10.0	18.0	41.0	77.0	1.0	4.0	13.0	29.0	53.0	2.0	6.0	13.0	27.0	66.0	0.0	5.0	14.0	27.0	57.0	3.0	7.0	20.0	41.0	79.0	1.0	1.0	11.0	14.0	40.0	3.0	5.0	15.0	32.0	61.0	-1.0	5.0	12.0	26.0	54.0	4.0	7.0	19.0	39.0	78.0
MARCS_152_164		4.0	10.0	26.0	58.0	122.0	4.0	11.0	28.0	56.0	113.0	5.0	9.0	22.0	53.0	104.0	8.0	18.0	42.0	91.0	184.0	5.0	9.0	22.0	51.0	110.0	4.0	11.0	25.0	57.0	116.0	4.0	12.0	28.0	61.0	131.0	11.0	16.0	43.0	97.0	175.0	3.0	9.0	21.0	43.0	88.0	5.0	12.0	27.0	58.0	117.0	6.0	12.0	29.0	62.0	128.0	9.0	19.0	45.0	87.0	185.0
NEK3_158_170		0.0	0.0	2.0	9.0	18.0	2.0	2.0	8.0	25.0	39.0	1.0	3.0	5.0	18.0	27.0	1.0	5.0	17.0	30.0	61.0	1.0	3.0	2.0	4.0	41.0	0.0	2.0	4.0	15.0	27.0	-1.0	4.0	12.0	16.0	-22.0	3.0	6.0	17.0	28.0	61.0	0.0	1.0	10.0	13.0	3.0	2.0	6.0	9.0	24.0	54.0	-2.0	3.0	1.0	-2.0	24.0	2.0	5.0	12.0	29.0	68.0
PRKDC_2618_2630		1.0	1.0	-1.0	6.0	-6.0	2.0	2.0	4.0	10.0	1.0	-3.0	-4.0	-2.0	-3.0	12.0	1.0	5.0	8.0	11.0	33.0	-1.0	1.0	6.0	-4.0	0.0	0.0	2.0	7.0	11.0	17.0	0.0	4.0	5.0	4.0	37.0	0.0	2.0	2.0	9.0	24.0	0.0	1.0	6.0	9.0	-2.0	0.0	2.0	3.0	7.0	0.0	0.0	1.0	-3.0	10.0	15.0	1.0	7.0	9.0	1.0	-6.0
REL_260_272		407.0	832.0	2068.0	3666.0	3296.0	349.0	701.0	1783.0	3557.0	3350.0	493.0	992.0	2479.0	3657.0	3189.0	465.0	948.0	2405.0	3636.0	3151.0	322.0	637.0	1598.0	3222.0	3423.0	359.0	721.0	1814.0	3627.0	3353.0	449.0	913.0	2298.0	3647.0	3225.0	431.0	857.0	2145.0	3615.0	3135.0	216.0	431.0	1098.0	2208.0	3568.0	370.0	734.0	1874.0	3711.0	3376.0	366.0	736.0	1863.0	3703.0	3323.0	345.0	726.0	1825.0	3613.0	3255.0
ART_025_CXGLRRWSLGGLRRWSL		771.0	1550.0	3791.0	3490.0	2877.0	663.0	1319.0	3364.0	3557.0	3020.0	746.0	1511.0	3752.0	3482.0	2852.0	774.0	1553.0	3769.0	3425.0	2765.0	606.0	1224.0	3067.0	3585.0	3060.0	641.0	1297.0	3273.0	3553.0	3059.0	726.0	1432.0	3668.0	3458.0	2828.0	705.0	1385.0	3522.0	3417.0	2801.0	471.0	940.0	2371.0	3683.0	3263.0	646.0	1293.0	3269.0	3557.0	3017.0	651.0	1312.0	3330.0	3527.0	2959.0	644.0	1318.0	3292.0	3486.0	2881.0
KCNA1_438_450		79.0	155.0	402.0	798.0	1614.0	80.0	155.0	405.0	815.0	1623.0	151.0	306.0	777.0	1556.0	3121.0	123.0	252.0	643.0	1275.0	2595.0	67.0	129.0	331.0	660.0	1336.0	93.0	184.0	467.0	921.0	1868.0	134.0	274.0	694.0	1397.0	2795.0	121.0	235.0	588.0	1195.0	2390.0	41.0	77.0	201.0	399.0	802.0	90.0	177.0	456.0	891.0	1819.0	89.0	177.0	459.0	911.0	1861.0	96.0	190.0	479.0	962.0	1961.0
SCN7A_898_910		429.0	867.0	2154.0	3683.0	3279.0	401.0	804.0	2015.0	3722.0	3319.0	509.0	1028.0	2605.0	3619.0	3125.0	484.0	968.0	2444.0	3601.0	3093.0	348.0	697.0	1765.0	3549.0	3405.0	415.0	828.0	2098.0	3723.0	3318.0	494.0	972.0	2486.0	3644.0	3176.0	458.0	913.0	2314.0	3635.0	3135.0	257.0	511.0	1288.0	2597.0	3532.0	409.0	803.0	2037.0	3710.0	3331.0	396.0	804.0	2023.0	3710.0	3306.0	399.0	816.0	2059.0	3658.0	3208.0
ACM5_494_506		14.0	26.0	71.0	147.0	309.0	10.0	23.0	61.0	133.0	259.0	12.0	24.0	70.0	132.0	277.0	16.0	35.0	85.0	177.0	359.0	12.0	24.0	69.0	139.0	278.0	14.0	27.0	69.0	147.0	299.0	13.0	26.0	77.0	151.0	301.0	18.0	38.0	94.0	198.0	388.0	10.0	22.0	62.0	127.0	250.0	16.0	32.0	75.0	152.0	311.0	13.0	26.0	70.0	144.0	300.0	17.0	34.0	87.0	184.0	355.0
BAD_93_105		11.0	21.0	54.0	116.0	227.0	9.0	20.0	48.0	100.0	212.0	9.0	18.0	59.0	114.0	234.0	11.0	26.0	78.0	143.0	319.0	11.0	20.0	59.0	121.0	230.0	8.0	21.0	55.0	102.0	221.0	11.0	22.0	60.0	116.0	240.0	16.0	30.0	77.0	156.0	327.0	8.0	18.0	46.0	97.0	193.0	10.0	24.0	59.0	121.0	245.0	10.0	21.0	55.0	110.0	224.0	11.0	24.0	72.0	137.0	282.0
CSF1R_701_713		664.0	1317.0	3301.0	3681.0	3272.0	543.0	1084.0	2742.0	3726.0	3358.0	670.0	1335.0	3378.0	3658.0	3202.0	640.0	1295.0	3279.0	3617.0	3165.0	517.0	1039.0	2612.0	3729.0	3376.0	551.0	1090.0	2802.0	3713.0	3300.0	661.0	1295.0	3294.0	3665.0	3202.0	607.0	1219.0	3063.0	3618.0	3156.0	357.0	718.0	1810.0	3692.0	3560.0	533.0	1084.0	2722.0	3738.0	3367.0	556.0	1114.0	2818.0	3719.0	3331.0	580.0	1170.0	2963.0	3642.0	3186.0
GPR6_349_361		68.0	136.0	345.0	709.0	1397.0	60.0	129.0	321.0	629.0	1271.0	97.0	196.0	515.0	1009.0	2038.0	78.0	158.0	412.0	834.0	1688.0	55.0	110.0	284.0	568.0	1129.0	69.0	138.0	361.0	726.0	1427.0	95.0	191.0	486.0	972.0	1957.0	84.0	166.0	419.0	845.0	1667.0	24.0	54.0	140.0	270.0	549.0	68.0	134.0	342.0	686.0	1383.0	70.0	139.0	346.0	707.0	1425.0	75.0	150.0	384.0	777.0	1564.0
KCNA2_442_454		117.0	231.0	591.0	1184.0	2374.0	111.0	215.0	550.0	1091.0	2190.0	155.0	318.0	815.0	1636.0	3289.0	130.0	266.0	676.0	1372.0	2737.0	97.0	194.0	504.0	1004.0	2039.0	118.0	234.0	606.0	1211.0	2417.0	148.0	295.0	750.0	1493.0	2982.0	123.0	254.0	644.0	1288.0	2591.0	52.0	105.0	267.0	542.0	1085.0	113.0	230.0	588.0	1176.0	2373.0	110.0	227.0	579.0	1155.0	2317.0	108.0	222.0	563.0	1129.0	2254.0
MARCS_160_172		-1.0	4.0	18.0	31.0	65.0	1.0	4.0	15.0	33.0	74.0	4.0	5.0	10.0	41.0	68.0	4.0	6.0	18.0	49.0	94.0	4.0	5.0	12.0	40.0	82.0	4.0	8.0	16.0	49.0	77.0	3.0	4.0	15.0	22.0	54.0	4.0	7.0	19.0	35.0	118.0	-1.0	7.0	15.0	32.0	60.0	4.0	6.0	14.0	26.0	79.0	1.0	5.0	12.0	30.0	69.0	3.0	7.0	19.0	47.0	112.0
NMDZ1_890_902		826.0	1669.0	3835.0	3571.0	3033.0	774.0	1569.0	3844.0	3593.0	3087.0	779.0	1587.0	3831.0	3532.0	3016.0	762.0	1556.0	3822.0	3554.0	2994.0	717.0	1439.0	3597.0	3613.0	3125.0	746.0	1494.0	3766.0	3615.0	3133.0	722.0	1428.0	3613.0	3578.0	3051.0	791.0	1572.0	3819.0	3525.0	2932.0	540.0	1087.0	2723.0	3733.0	3358.0	675.0	1376.0	3463.0	3625.0	3146.0	662.0	1343.0	3365.0	3634.0	3192.0	710.0	1454.0	3657.0	3574.0	3036.0
PTK6_436_448		347.0	698.0	1772.0	3550.0	3377.0	322.0	645.0	1634.0	3245.0	3454.0	368.0	742.0	1877.0	3711.0	3313.0	319.0	653.0	1634.0	3306.0	3307.0	317.0	644.0	1609.0	3265.0	3425.0	314.0	631.0	1577.0	3195.0	3447.0	333.0	681.0	1687.0	3427.0	3378.0	305.0	614.0	1530.0	3096.0	3303.0	210.0	429.0	1093.0	2174.0	3597.0	315.0	640.0	1608.0	3211.0	3446.0	305.0	616.0	1561.0	3134.0	3441.0	301.0	612.0	1543.0	3122.0	3330.0
SRC_413_425		-6.0	-11.0	-27.0	-52.0	-118.0	-4.0	-8.0	-23.0	-47.0	-90.0	-6.0	-11.0	-38.0	-56.0	-122.0	-5.0	-12.0	-37.0	-83.0	-168.0	-5.0	-10.0	-21.0	-52.0	-101.0	-5.0	-13.0	-22.0	-49.0	-108.0	-7.0	-10.0	-24.0	-49.0	-106.0	-4.0	-8.0	-24.0	-51.0	-107.0	-4.0	-7.0	-16.0	-26.0	-69.0	-5.0	-8.0	-23.0	-46.0	-93.0	-6.0	-8.0	-25.0	-56.0	-126.0	-6.0	-11.0	-23.0	-48.0	-101.0
CAC1C_1974_1986		556.0	1105.0	2770.0	3549.0	2995.0	498.0	1013.0	2561.0	3591.0	3109.0	562.0	1137.0	2864.0	3529.0	2951.0	571.0	1150.0	2900.0	3500.0	2895.0	443.0	893.0	2229.0	3619.0	3153.0	502.0	1015.0	2579.0	3632.0	3148.0	550.0	1088.0	2718.0	3524.0	2950.0	512.0	1021.0	2570.0	3508.0	2875.0	376.0	761.0	1936.0	3707.0	3334.0	474.0	980.0	2418.0	3601.0	3102.0	501.0	999.0	2524.0	3599.0	3083.0	472.0	960.0	2408.0	3540.0	2973.0
KPB1_1011_1023		762.0	1516.0	3818.0	3510.0	2957.0	676.0	1372.0	3463.0	3557.0	3010.0	788.0	1573.0	3800.0	3480.0	2882.0	770.0	1573.0	3787.0	3474.0	2883.0	605.0	1228.0	3093.0	3590.0	3108.0	668.0	1361.0	3403.0	3605.0	3097.0	740.0	1469.0	3685.0	3472.0	2845.0	700.0	1379.0	3474.0	3479.0	2865.0	480.0	957.0	2446.0	3711.0	3311.0	710.0	1424.0	3590.0	3557.0	3008.0	662.0	1322.0	3373.0	3553.0	3013.0	642.0	1306.0	3249.0	3500.0	2910.0
SRC8_CHICK_423_435		-4.0	-12.0	-26.0	-56.0	-103.0	-7.0	-12.0	-17.0	-52.0	-100.0	-8.0	-11.0	-19.0	-57.0	-113.0	-8.0	-9.0	-29.0	-53.0	-111.0	-2.0	-11.0	-21.0	-37.0	-84.0	-3.0	-6.0	-17.0	-39.0	-92.0	-4.0	-7.0	-28.0	-55.0	-133.0	-7.0	-8.0	-29.0	-63.0	-107.0	-5.0	-8.0	-17.0	-32.0	-68.0	-4.0	-8.0	-27.0	-49.0	-101.0	-3.0	-6.0	-21.0	-46.0	-85.0	-2.0	-10.0	-21.0	-39.0	-86.0
ACM5_498_510		8.0	18.0	47.0	98.0	196.0	8.0	18.0	45.0	92.0	179.0	8.0	17.0	47.0	96.0	201.0	10.0	21.0	54.0	112.0	225.0	8.0	19.0	43.0	91.0	177.0	8.0	18.0	46.0	95.0	189.0	7.0	16.0	52.0	99.0	203.0	12.0	24.0	63.0	131.0	269.0	7.0	15.0	39.0	84.0	162.0	10.0	15.0	47.0	94.0	205.0	8.0	17.0	47.0	98.0	193.0	9.0	20.0	53.0	109.0	216.0
BCKD_45_57		3.0	8.0	16.0	39.0	71.0	2.0	6.0	16.0	38.0	75.0	3.0	7.0	19.0	40.0	83.0	5.0	9.0	25.0	56.0	106.0	1.0	8.0	15.0	30.0	70.0	3.0	7.0	17.0	38.0	75.0	3.0	8.0	22.0	45.0	89.0	5.0	13.0	27.0	56.0	110.0	2.0	4.0	11.0	23.0	50.0	5.0	6.0	15.0	42.0	80.0	3.0	7.0	17.0	34.0	64.0	5.0	7.0	24.0	45.0	87.0
