Barcode,Peptide,LFC,totalMeanLFC,LFC_SD
710429119,ACM1_421_433,-0.04610101811012424,0.20808995936955613,0.2211608310092367
710429119,ACM1_444_456,-0.061587798222831225,0.1414514434485321,0.19114774379545457
710429119,ACM4_456_468,-0.3306353851308117,0.07003349158830267,0.35319636516057457
710429119,ACM5_494_506,-0.23222735200807065,0.056330699366036185,0.2707738189322651
710429119,ACM5_498_510,-0.11898677573649064,0.08992473180912312,0.2103643927601986
710429119,ADDB_696_708,-0.6006001631429223,-0.078571037136333,0.46261434703808973
710429119,ADDB_706_718,-0.31290533884941674,0.18303441299300735,0.44651881763953105
710429119,ANDR_785_797,-0.08479121014782365,0.31791221098088523,0.5359699220858424
710429119,ANXA1_209_221,0.055520340045971395,0.4779311986309063,0.5035907005350401
710429119,BAD_69_81,0.06447362373002274,0.35564304950882786,0.3961274883332174
710429119,BAD_93_105,-0.12346368723112278,0.040813117164290404,0.26000080582378043
710429119,BCKD_45_57,0.04830488705245983,0.29978298298862693,0.3548336768563753
710429119,C1R_201_213,-0.0157673158583167,0.4321726245572128,0.5751797850472584
710429119,CA2D1_494_506,-0.509805141152416,-0.08329187081136998,0.3735436392667473
710429119,CD27_212_224,-0.7023587014250445,-0.15982143741627416,0.48086804128491867
710429119,CDC2_154_169,0.8548580994875761,0.5409707969644374,0.31273268385971775
710429119,CDK7_163_175,-0.7265129579927496,-0.2621266451853816,0.9233571208658712
710429119,CENPA_1_14,-0.09422687991788337,0.27742605801132275,0.39531324686022334
710429119,COF1_17_29,-0.030862818248538204,0.7322786485420506,0.8601202805101594
710429119,DCX_49_61,-0.2634932053418382,0.17173186025482826,0.513368967176595
710429119,ERBB2_679_691,-0.17658002922776106,0.17083507193729316,0.34127374960554613
710429119,ERF_519_531,-0.6824665667673369,0.2270322943026312,0.8778046213947803
710429119,ESR1_160_172,-0.17082170467834956,0.12708243214033507,0.3575447580723673
710429119,FIBA_569_581,0.08246216019197306,0.07955063531884636,0.031764870668005485
710429119,FOXO3_25_37,-0.042372244979422824,0.13558720916820377,0.15719917691175891
710429119,FRAP_2443_2455,-0.06293990142193984,0.5409036561341333,0.7243273133041449
710429119,GPR6_349_361,-0.14134727017539817,0.5110707460325354,0.7518176905541208
710429119,GSUB_61_73,-0.10428138520156427,0.2068458193254686,0.31321080582994826
710429119,GYS2_1_13,-0.3482633611804875,0.2584438372032771,0.626283118803816
710429119,H2B1B_ 27_40,-0.2742794821498791,0.2871033829329015,0.559797366110555
710429119,H32_3_18,-0.5103460306048948,-0.035636392692766826,0.43259911847198534
