Barcode,Peptide,LFC,totalMeanLFC,LFC_SD
710429119,ACM1_421_433,-0.5142071459241064,-0.35942926763906097,0.16942407452229338
710429119,ACM1_444_456,-0.6038854539975453,-0.6141650970754581,0.06412586310952456
710429119,ACM4_456_468,-0.6178172375796089,-0.3142881423628019,0.2687128054859747
710429119,ACM5_494_506,-0.4614725972267095,-0.35287385684389666,0.13120036384859943
710429119,ACM5_498_510,-0.31726182244105683,-0.30727452460158017,0.19551830002561438
710429119,ADDB_696_708,-1.142129127475207,-0.96362713521467,0.15468104356559714
710429119,ADDB_706_718,-0.8846980264358386,-0.5981792080851601,0.26394455413908136
710429119,ANDR_785_797,-0.08616770825292264,-0.07837979737125285,0.1830770239769922
710429119,ANXA1_209_221,-0.5586345601215807,-0.5033682149080647,0.284311431973526
710429119,BAD_69_81,-0.5724485738320304,-0.37710053872094856,0.1929195478386528
710429119,BAD_93_105,-0.5796470960737095,-0.4503566161975214,0.21602916802393396
710429119,BCKD_45_57,-0.518660130353001,-0.40724458071913744,0.23150243856812894
710429119,C1R_201_213,-0.8715837268725655,-0.6303282380551246,0.44578573745603456
710429119,CA2D1_494_506,-0.8644480423790908,-0.5765494450216441,0.257094339550398
710429119,CD27_212_224,-1.3571958332640728,-0.9474789377186559,0.36213574577837787
710429119,CDC2_154_169,-0.24181791992409796,-0.3659502672443479,0.12401059090732688
710429119,CDK7_163_175,0.013077671295133264,-0.17581989629767078,0.1669650886373662
710429119,CENPA_1_14,-0.1188918320466481,0.0126827144071567,0.12958975281635668
710429119,COF1_17_29,-1.1607044742092762,-0.8210796778048571,0.40280452021167557
710429119,DCX_49_61,-1.0116540503974898,-0.7581622434689731,0.301552855300959
710429119,ERBB2_679_691,0.073950273113982945,0.1767848534107396,0.08924800359527456
710429119,ERF_519_531,-1.449709449198787,-1.0087771279181306,0.4064875597962542
710429119,ESR1_160_172,0.025201339431763614,0.06749626384051588,0.05154330134628519
710429119,FIBA_569_581,-0.7113200874992058,-0.6895092332179127,0.02230145071267131
710429119,FOXO3_25_37,-0.36776802052500823,-0.3543471763611823,0.03491714993097626
710429119,FRAP_2443_2455,-0.08890523397421823,0.013055711509595724,0.11552759439521422
710429119,GPR6_349_361,-0.4056774905669496,-0.2687089741112185,0.12083027602803278
710429119,GSUB_61_73,-0.7324426623572791,-0.6176792053185945,0.09938806926599152
710429119,GYS2_1_13,-0.6988961645027221,-0.44622136504921767,0.2508197475973325
710429119,H2B1B_ 27_40,-0.6242945781043314,-0.3278404408390359,0.2685226763359464
710429119,H32_3_18,-0.9507660392714907,-0.6953076750401586,0.22329030053631402
710429119,IF4E_203_215,-0.9712049047135718,-0.767534007058913,0.1771097724683629
710429119,KAPCG_192_206,-0.34855887990571244,-0.3421361203268856,0.006190999609650792
710429119,KCNA2_442_454,-0.32194301898431377,-0.11632068120868233,0.19693851985612432
710429119,KCNA3_461_473,-0.6304591300041942,-0.39108542478731856,0.26592023341927423
710429119,KCNB1_489_501,-0.9848931076097922,-0.4822634419554519,0.7070526629921069
710429119,KIF2C_105_118_S106G,-0.11069039077295706,-0.07536732317748296,0.05298806570483929
710429119,KPCB_626_639,-1.1576438467523253,-0.7236511169014062,0.37610478209074355
710429119,KS6A1_374_386,-0.47787562914131865,-0.2672867870919576,0.1832394742497251
710429119,LMNB1_16_28,-0.436551393939137,-0.38952443132837483,0.2180451890629404
710429119,MARCS_152_164,-0.6979846995597878,-0.6618230775968081,0.03210238638035925
710429119,MARCS_160_172,-0.38657498374587984,-0.44802032227872574,0.08982578887440766
710429119,MBP_222_234,-0.09786443671080924,-0.17487401653150267,0.06678172397295772
710429119,MP2K1_287_299,-0.5831928160331543,-0.5033415749745392,0.08121264869656837
710429119,MPIP1_172_184,-0.4712852773474303,-0.3729951520754664,0.14560289950456043
710429119,MPIP3_208_220,-0.9777308361589672,-0.45870110897935285,0.5199990508605662
710429119,NEK2_172_184,-0.19380807279851453,-0.34492078237316076,0.14106853321748053
710429119,NR4A1_344_356,-0.9001262746023686,-0.7801695949946348,0.12731971923613544
710429119,P53_12_24,2.066342494828697,1.211262674200736,0.9119865403868558
710429119,P53_308_323,-0.8687554667217476,-0.8316382355449354,0.2076074482570875
710429119,PDE5A_95_107,-0.9547757211691801,-0.720964605609877,0.44810540856207254
710429119,PP2AB_297_309,0.22989475254827862,-0.17666981138063834,0.5664029033775726
710429119,PPR1A_28_40,-0.31230787415425354,-0.1826404748927827,0.11656767303670977
710429119,RAF1_253_265,-0.5708104761473676,-0.30519564890205625,0.24462876841320338
710429119,RAP1B_172_184,-0.5404159872469236,-0.3705143823328599,0.18513772357362895
710429119,RBL2_655_667,-0.16978745126430894,-0.11725332341869017,0.06517337790680339
710429119,RB_242_254,-0.5992164844013983,-0.4961722301944785,0.09019640183643393
710429119,RB_350_362,-1.0492562090257067,-0.5929979194575289,0.4070704725963042
710429119,RB_803_815,-0.2718561809843507,-0.08908502411849135,0.16704607745667477
710429120,ACM1_421_433,-0.3856616261284458,-0.35942926763906097,0.16942407452229338
710429120,ACM1_444_456,-0.6828098241193006,-0.6141650970754581,0.06412586310952456
710429120,ACM4_456_468,-0.2182832405548618,-0.3142881423628019,0.2687128054859747
710429120,ACM5_494_506,-0.3900527390650428,-0.35287385684389666,0.13120036384859943
710429120,ACM5_498_510,-0.49760777105548293,-0.30727452460158017,0.19551830002561438
710429120,ADDB_696_708,-0.8797617038464827,-0.96362713521467,0.15468104356559714
710429120,ADDB_706_718,-0.5449028679165879,-0.5981792080851601,0.26394455413908136
710429120,ANDR_785_797,-0.25743859004136205,-0.07837979737125285,0.1830770239769922
710429120,ANXA1_209_221,-0.7559888802159591,-0.5033682149080647,0.284311431973526
710429120,BAD_69_81,-0.3721482059104009,-0.37710053872094856,0.1929195478386528
710429120,BAD_93_105,-0.5704587180458569,-0.4503566161975214,0.21602916802393396
710429120,BCKD_45_57,-0.5619728069519985,-0.40724458071913744,0.23150243856812894
710429120,C1R_201_213,-0.903492019146654,-0.6303282380551246,0.44578573745603456
710429120,CA2D1_494_506,-0.3698841383500131,-0.5765494450216441,0.257094339550398
710429120,CD27_212_224,-0.8150176411256131,-0.9474789377186559,0.36213574577837787
710429120,CDC2_154_169,-0.4898387420486232,-0.3659502672443479,0.12401059090732688
710429120,CDK7_163_175,-0.30366961633581724,-0.17581989629767078,0.1669650886373662
710429120,CENPA_1_14,0.016747964991317588,0.0126827144071567,0.12958975281635668
710429120,COF1_17_29,-0.9264812504569644,-0.8210796778048571,0.40280452021167557
710429120,DCX_49_61,-0.8381542233382921,-0.7581622434689731,0.301552855300959
710429120,ERBB2_679_691,0.23403249235953894,0.1767848534107396,0.08924800359527456
710429120,ERF_519_531,-0.9276528213872277,-1.0087771279181306,0.4064875597962542
710429120,ESR1_160_172,0.05237988123194626,0.06749626384051588,0.05154330134628519
710429120,FIBA_569_581,-0.6904600145998021,-0.6895092332179127,0.02230145071267131
710429120,FOXO3_25_37,-0.3147108060658921,-0.3543471763611823,0.03491714993097626
710429120,FRAP_2443_2455,-0.010459448263297588,0.013055711509595724,0.11552759439521422
710429120,GPR6_349_361,-0.22323937925146886,-0.2687089741112185,0.12083027602803278
710429120,GSUB_61_73,-0.5602945071116174,-0.6176792053185945,0.09938806926599152
710429120,GYS2_1_13,-0.4424691604956106,-0.44622136504921767,0.2508197475973325
710429120,H2B1B_ 27_40,-0.2582939675291005,-0.3278404408390359,0.2685226763359464
710429120,H32_3_18,-0.5978163238947598,-0.6953076750401586,0.22329030053631402
710429120,IF4E_203_215,-0.6496830785258618,-0.767534007058913,0.1771097724683629
710429120,KAPCG_192_206,-0.33620635945470667,-0.3421361203268856,0.006190999609650792
710429120,KCNA2_442_454,-0.09761879396614148,-0.11632068120868233,0.19693851985612432
710429120,KCNA3_461_473,-0.43794809178136873,-0.39108542478731856,0.26592023341927423
710429120,KCNB1_489_501,0.32622823232098774,-0.4822634419554519,0.7070526629921069
710429120,KIF2C_105_118_S106G,-0.10097177808767377,-0.07536732317748296,0.05298806570483929
710429120,KPCB_626_639,-0.492778875825735,-0.7236511169014062,0.37610478209074355
710429120,KS6A1_374_386,-0.179767619273564,-0.2672867870919576,0.1832394742497251
710429120,LMNB1_16_28,-0.15180298316788843,-0.38952443132837483,0.2180451890629404
710429120,MARCS_152_164,-0.6366842191467343,-0.6618230775968081,0.03210238638035925
710429120,MARCS_160_172,-0.40637569833649234,-0.44802032227872574,0.08982578887440766
710429120,MBP_222_234,-0.2168345435094663,-0.17487401653150267,0.06678172397295772
710429120,MP2K1_287_299,-0.42083275606416315,-0.5033415749745392,0.08121264869656837
710429120,MPIP1_172_184,-0.20572095332289653,-0.3729951520754664,0.14560289950456043
710429120,MPIP3_208_220,0.06226187493986313,-0.45870110897935285,0.5199990508605662
